invoicedate,revenue
2010-07-18,102.0
2010-07-18,25.200000000000003
2010-07-18,15.0
2010-07-18,25.5
2010-07-18,21.9
2010-07-18,34.0
2010-07-18,12.600000000000001
2010-07-18,15.0
2010-07-18,15.0
2010-07-18,19.8
2010-07-18,15.0
2010-07-27,19.8
2010-07-27,5.8
2010-07-27,63.5
2010-07-27,63.5
2010-07-27,8.5
2010-07-27,10.0
2010-07-27,15.0
2010-07-27,14.850000000000001
2010-07-27,81.12
2010-07-27,17.85
2010-07-27,15.0
2010-08-12,15.299999999999999
2010-08-12,15.299999999999999
2010-08-12,13.68
2010-08-12,19.8
2010-08-12,5.8
2010-08-12,17.85
2010-08-12,98.10000000000001
2010-08-12,232.0
2010-08-12,63.5
2010-08-12,15.299999999999999
2010-08-12,19.8
2010-08-12,15.0
2010-08-12,152.64000000000001
2010-08-12,10.0
2010-08-12,13.68
2010-08-12,15.0
2010-08-12,14.850000000000001
2010-08-12,102.0
2010-08-23,19.8
2010-08-23,5.8
2010-08-23,63.5
2010-08-23,11.9
2010-08-23,8.5
2010-08-23,15.0
2010-08-23,65.69999999999999
2010-08-23,90.0
2010-08-23,15.0
2010-08-23,15.0
2010-08-23,25.200000000000003
2010-08-23,25.200000000000003
2010-08-23,88.80000000000001
2010-09-03,162.24
2010-09-03,12.9
2010-09-03,67.5
2010-09-03,19.8
2010-09-03,5.8
2010-09-03,15.0
2010-09-03,10.0
2010-09-03,63.5
2010-09-03,11.9
2010-09-03,15.299999999999999
2010-09-03,15.299999999999999
2010-09-03,10.0
2010-09-03,10.0
2010-09-03,17.0
2010-09-03,81.36
2010-09-03,15.299999999999999
2010-09-30,17.0
2010-09-30,17.0
2010-09-30,17.0
2010-09-30,10.0
2010-09-30,15.0
2010-09-30,88.80000000000001
2010-09-30,10.5
2010-09-30,30.599999999999998
2010-09-30,19.8
2010-09-30,5.8
2010-09-30,67.5
2010-09-30,102.0
2010-09-30,13.200000000000001
2010-09-30,102.0
2010-09-30,16.5
2010-09-30,16.5
2010-09-30,9.899999999999999
2010-09-30,35.400000000000006
2010-09-30,19.799999999999997
2010-10-12,15.299999999999999
2010-10-12,17.0
2010-10-12,17.0
2010-10-12,23.4
2010-10-12,65.69999999999999
2010-10-12,90.0
2010-10-12,25.200000000000003
2010-10-12,81.12
2010-10-12,67.5
2010-10-12,10.5
2010-10-12,15.299999999999999
2010-10-12,19.8
2010-10-12,37.699999999999996
2010-10-12,67.5
2010-10-12,13.200000000000001
2010-10-12,16.5
2010-10-12,35.400000000000006
2010-10-29,15.299999999999999
2010-10-29,102.0
2010-10-29,25.200000000000003
2010-10-29,6.2
2010-10-29,19.8
2010-10-29,17.85
2010-10-29,232.0
2010-10-29,67.5
2010-10-29,50.4
2010-10-29,102.0
2010-10-29,70.80000000000001
2010-10-29,81.36
2010-11-10,69.6
2010-11-10,102.0
2010-11-10,11.9
2010-11-10,8.5
2010-11-10,102.0
2010-11-10,152.64000000000001
2010-11-10,15.0
2010-11-10,81.36
2010-11-10,10.5
2010-11-10,15.299999999999999
2010-11-10,15.0
2010-11-10,12.9
2010-11-10,19.8
2010-11-10,6.2
2010-11-10,67.5
2010-11-10,17.85
2010-11-10,102.0
2010-11-10,16.5
2010-11-10,25.5
2010-11-10,17.0
2010-11-10,17.0
2010-11-10,17.0
2010-11-10,15.0
2010-11-10,15.0
2010-11-10,30.599999999999998
2010-11-10,5.04
2010-11-10,5.04
2010-11-10,5.04
2010-11-10,5.04
2010-11-10,19.799999999999997
2010-11-16,15.0
2010-11-16,65.69999999999999
2010-11-16,69.6
2010-11-16,67.5
2010-11-16,19.8
2010-11-16,6.2
2010-11-16,50.4
2010-11-16,102.0
2010-11-16,17.0
2010-11-16,5.04
2010-11-23,54.24
2010-11-23,17.0
2010-11-23,65.69999999999999
2010-11-23,139.2
2010-11-23,25.200000000000003
2010-11-23,81.12
2010-11-23,25.200000000000003
2010-11-23,81.36
2010-11-23,15.299999999999999
2010-11-23,16.5
2010-11-23,17.0
2010-11-23,20.1
2010-11-23,35.7
2010-11-23,15.0
2010-11-23,15.0
2010-11-23,15.0
2010-11-23,15.0
2010-11-23,40.5
2010-11-30,15.0
2010-11-30,102.0
2010-11-30,15.0
2010-11-30,54.24
2010-11-30,17.0
2010-11-30,17.0
2010-11-30,17.0
2010-11-30,17.0
2010-11-30,19.799999999999997
2010-11-30,90.0
2010-11-30,15.0
2010-11-30,67.5
2010-11-30,67.5
2010-11-30,102.0
2010-11-30,16.5
2010-11-30,17.0
2010-11-30,17.0
2010-11-30,17.0
2010-11-30,5.04
2010-11-30,10.5
2010-11-30,30.599999999999998
2010-11-30,35.7
2010-11-30,15.0
2010-11-30,88.80000000000001
2010-12-08,11.9
2010-12-08,102.0
2010-12-08,17.0
2010-12-08,15.0
2010-12-08,17.85
2010-12-08,81.36
2010-12-08,25.200000000000003
2010-12-08,81.36
2010-12-08,81.36
2010-12-08,81.36
2010-12-15,11.9
2010-12-15,8.5
2010-12-15,15.0
2010-12-15,54.24
2010-12-15,15.0
2010-12-15,17.0
2010-12-15,17.0
2010-12-15,19.799999999999997
2010-12-15,15.0
2010-12-15,15.0
2010-12-15,17.85
2010-12-15,17.0
2010-12-15,17.0
2010-12-15,5.04
2010-12-15,5.04
2010-12-15,25.200000000000003
2010-12-15,35.7
2010-12-15,15.0
2010-12-15,40.5
2011-01-11,17.0
2011-01-11,17.0
2011-01-11,55.800000000000004
2011-01-11,8.5
2011-01-11,15.0
2011-01-11,17.85
2011-01-11,17.0
2011-01-11,25.200000000000003
2011-01-11,30.599999999999998
2011-01-11,17.0
2011-01-11,15.0
2011-01-11,17.85
2011-01-11,102.0
2011-01-27,54.24
2011-01-27,102.0
2011-01-27,67.5
2011-01-27,67.5
2011-01-27,67.5
2011-01-27,15.0
2011-01-27,15.0
2011-01-27,15.0
2011-01-27,5.04
2011-02-16,17.0
2011-02-16,17.0
2011-02-16,17.0
2011-02-16,2.2800000000000002
2011-02-16,5.04
2011-02-16,55.800000000000004
2011-02-16,15.299999999999999
2011-02-16,15.0
2011-02-16,17.85
2011-02-16,67.5
2011-02-16,15.0
2011-02-16,88.80000000000001
2011-02-16,15.0
2011-03-09,67.5
2011-03-09,237.60000000000002
2011-03-09,17.0
2011-03-09,17.0
2011-03-09,17.0
2011-03-09,19.799999999999997
2011-03-09,11.9
2011-03-09,8.5
2011-03-09,15.0
2011-03-09,25.200000000000003
2011-03-09,17.85
2011-03-09,67.5
2011-03-09,25.200000000000003
2011-03-09,81.36
2011-03-09,10.5
2011-03-09,13.5
2011-03-09,15.0
2011-03-09,15.0
2011-03-09,5.04
2011-03-09,16.5
2011-03-09,16.5
2011-03-09,16.5
2011-03-09,16.5
2011-03-09,16.5
2011-03-09,16.5
2011-03-09,60.0
2011-03-30,17.0
2011-03-30,17.0
2011-03-30,17.0
2011-03-30,11.9
2011-03-30,8.5
2011-03-30,25.200000000000003
2011-03-30,67.5
2011-03-30,17.85
2011-03-30,25.200000000000003
2011-03-30,67.5
2011-03-30,15.299999999999999
2011-03-30,15.0
2011-03-30,40.5
2011-03-30,5.04
2011-03-30,5.04
2011-03-30,5.04
2011-03-30,22.5
2011-04-08,19.799999999999997
2011-04-08,15.0
2011-04-08,25.5
2011-04-08,23.8
2011-04-08,15.0
2011-04-08,15.0
2011-04-08,25.5
2011-04-08,16.5
2011-04-08,12.5
2011-04-08,12.5
2011-04-08,12.5
2011-04-08,12.5
2011-04-08,12.5
2011-04-08,12.5
2011-04-08,12.5
2011-04-08,15.0
2011-04-08,12.5
2011-04-08,12.5
2011-04-08,12.5
2011-04-08,5.04
2011-04-08,5.04
2011-04-27,108.48
2011-04-27,34.0
2011-04-27,2.2800000000000002
2011-04-27,55.800000000000004
2011-04-27,50.400000000000006
2011-04-27,10.08
2011-04-27,25.200000000000003
2011-04-27,17.85
2011-04-27,17.0
2011-04-27,81.36
2011-04-27,15.0
2011-04-27,16.5
2011-04-27,16.5
2011-05-23,118.80000000000001
2011-05-23,15.0
2011-05-23,25.200000000000003
2011-05-23,17.0
2011-05-23,34.0
2011-05-23,17.0
2011-05-23,65.69999999999999
2011-05-23,25.200000000000003
2011-05-23,10.5
2011-05-23,15.299999999999999
2011-05-23,15.0
2011-05-23,15.0
2011-05-23,15.0
2011-05-23,16.5
2011-05-23,16.5
2011-05-23,12.5
2011-05-23,12.5
2011-05-23,12.5
2011-05-23,12.5
2011-05-23,15.0
2011-06-12,15.0
2011-06-12,67.5
2011-06-12,17.85
2011-06-12,17.85
2011-06-12,17.0
2011-06-12,17.0
2011-06-12,25.200000000000003
2011-06-12,15.299999999999999
2011-06-12,15.0
2011-06-12,5.04
2011-06-12,15.0
2011-06-12,16.5
2011-06-12,16.5
2011-06-12,16.5
2011-06-12,12.5
2011-06-12,12.5
2011-06-29,81.36
2011-06-29,88.80000000000001
2011-06-29,5.04
2011-06-29,15.0
2011-06-29,15.299999999999999
2011-06-29,15.0
2011-06-29,30.0
2011-06-29,15.0
2011-06-29,15.0
2011-06-29,15.0
2011-06-29,15.0
2011-06-29,19.799999999999997
2011-06-29,88.80000000000001
2011-06-29,15.0
2011-06-29,15.0
2011-06-29,5.04
2011-06-29,5.04
2011-06-29,15.0
2011-07-22,8.5
2011-07-22,17.85
2011-07-22,5.04
2011-07-22,34.0
2011-07-22,50.400000000000006
2011-07-22,67.5
2011-07-22,67.5
2011-07-22,81.36
2011-07-22,10.5
2011-07-22,30.599999999999998
2011-07-22,15.0
2011-07-22,5.04
2011-07-22,5.04
2011-07-22,30.0
2011-07-22,30.0
2011-07-22,30.0
2011-07-22,15.0
2011-07-22,12.5
2011-07-22,15.8
2011-07-22,15.8
2011-07-22,25.5
2011-08-15,30.0
2011-08-15,12.5
2011-08-15,81.36
2011-08-15,50.400000000000006
2011-08-15,25.200000000000003
2011-08-15,30.0
2011-08-15,30.0
2011-08-15,12.5
2011-08-15,12.5
2011-08-15,12.5
2011-08-15,25.5
2011-08-15,15.8
2011-08-15,41.400000000000006
2011-08-15,5.04
2011-08-15,5.04
2011-08-15,15.0
2011-08-15,30.0
2011-08-25,23.8
2011-08-25,8.5
2011-08-25,17.85
2011-08-25,67.5
2011-08-25,232.0
2011-08-25,5.04
2011-08-25,5.04
2011-08-25,15.0
2011-08-25,2.2800000000000002
2011-08-25,19.799999999999997
2011-08-25,17.85
2011-08-25,15.0
2011-08-25,15.0
2011-08-25,13.5
2011-08-25,5.04
2011-08-25,15.0
2011-08-25,88.80000000000001
2011-08-25,30.0
2011-08-25,15.0
2011-08-25,12.5
2011-08-25,41.400000000000006
2011-09-14,88.80000000000001
2011-09-14,102.0
2011-09-14,90.0
2011-09-14,102.0
2011-09-14,174.0
2011-09-14,34.5
2011-09-14,72.0
2011-09-14,19.799999999999997
2011-09-14,19.799999999999997
2011-09-14,15.0
2011-09-14,19.9
2011-09-18,169.5
2011-09-18,169.5
2011-09-18,169.5
2011-09-18,45.0
2011-09-18,45.0
2011-09-18,25.200000000000003
2011-09-18,45.0
2011-09-18,15.0
2011-09-18,38.25
2011-09-18,18.75
2011-09-18,17.0
2011-10-06,54.24
2011-10-06,15.0
2011-10-06,52.199999999999996
2011-10-06,12.5
2011-10-06,12.5
2011-10-06,81.36
2011-10-06,88.80000000000001
2011-10-06,15.0
2011-10-06,15.0
2011-10-06,5.04
2011-10-06,5.04
2011-10-06,30.599999999999998
2011-10-06,133.20000000000002
2011-10-06,41.400000000000006
2011-10-06,25.200000000000003
2011-10-06,72.0
2011-10-06,70.8
2011-10-06,15.0
2011-10-06,15.0
2011-10-12,17.0
2011-10-12,17.0
2011-10-12,17.0
2011-10-12,12.5
2011-10-12,11.9
2011-10-12,8.5
2011-10-12,70.8
2011-10-12,30.599999999999998
2011-10-12,15.0
2011-10-12,41.400000000000006
2011-10-12,72.0
2011-10-12,19.9
2011-10-19,12.5
2011-10-19,70.8
2011-10-19,144.0
2011-10-19,25.200000000000003
2011-10-19,10.5
2011-10-19,55.800000000000004
2011-11-07,85.92
2011-11-07,70.8
2011-11-07,18.75
2011-11-07,18.75
2011-11-07,81.36
2011-11-07,15.299999999999999
2011-11-07,81.36
2011-11-15,70.8
2011-11-15,85.92
2011-11-15,47.7
2011-11-15,54.24
2011-11-15,15.0
2011-11-15,17.0
2011-11-15,102.0
2011-11-15,118.80000000000001
2011-11-15,17.85
2011-11-15,15.0
2011-11-15,142.8
2011-11-15,16.5
2011-11-15,15.0
2011-11-15,41.400000000000006
2011-11-15,72.0
2011-11-23,17.0
2011-11-23,30.0
2011-11-23,144.0
2011-11-23,85.92
2011-11-23,17.85
2011-11-23,15.0
2011-11-23,5.04
2011-11-29,15.0
2011-11-29,11.9
2011-11-29,8.5
2011-11-29,18.75
2011-11-29,88.80000000000001
2011-11-29,216.0
2011-11-29,85.92
2011-12-06,54.24
2011-12-06,10.0
2011-12-06,12.5
2011-12-06,232.0
2011-12-06,15.0
2011-12-06,169.5
2011-12-06,30.0
2011-12-06,144.0
2011-12-06,171.84
2009-12-01,30.0
2009-12-01,30.0
2009-12-01,30.0
2009-12-01,30.0
2009-12-01,30.0
2009-12-01,30.0
2009-12-01,17.85
2009-12-01,60.0
2009-12-01,17.700000000000003
2009-12-01,17.700000000000003
2009-12-01,17.4
2009-12-01,17.4
2009-12-01,17.4
2009-12-01,17.4
2009-12-01,25.200000000000003
2009-12-01,12.600000000000001
2009-12-01,15.299999999999999
2009-12-01,17.700000000000003
2009-12-01,15.9
2009-12-01,17.85
2009-12-01,13.200000000000001
2009-12-01,13.200000000000001
2009-12-01,19.9
2009-12-01,40.23
2009-12-01,17.700000000000003
2009-12-01,17.700000000000003
2009-12-07,34.8
2009-12-07,40.56
2009-12-07,25.200000000000003
2009-12-07,25.200000000000003
2009-12-07,25.200000000000003
2009-12-07,13.750000000000002
2009-12-07,13.750000000000002
2009-12-07,9.120000000000001
2009-12-07,9.120000000000001
2009-12-07,13.750000000000002
2009-12-07,50.400000000000006
2009-12-07,50.400000000000006
2009-12-07,50.400000000000006
2009-12-07,50.400000000000006
2009-12-07,0.95
2009-12-07,7.9
2009-12-07,4.95
2009-12-07,9.9
2009-12-07,3.75
2009-12-07,7.5
2009-12-07,7.9
2009-12-07,7.5
2009-12-07,11.25
2009-12-07,23.8
2009-12-07,34.8
2009-12-07,19.799999999999997
2009-12-07,19.799999999999997
2009-12-07,25.200000000000003
2009-12-07,22.5
2009-12-07,43.8
2009-12-07,45.0
2009-12-07,6.6
2009-12-07,5.96
2009-12-07,8.850000000000001
2009-12-07,11.8
2009-12-07,23.6
2009-12-07,44.849999999999994
2009-12-07,25.5
2009-12-07,47.400000000000006
2009-12-07,55.800000000000004
2009-12-07,69.75
2009-12-07,51.0
2009-12-07,45.9
2009-12-07,51.0
2009-12-07,25.5
2009-12-07,51.0
2009-12-07,51.0
2009-12-07,53.1
2009-12-07,21.0
2009-12-07,29.400000000000002
2009-12-07,31.5
2009-12-07,21.0
2009-12-07,21.0
2009-12-07,21.0
2009-12-07,18.6
2009-12-07,4.65
2009-12-07,8.5
2009-12-07,8.5
2009-12-07,29.700000000000003
2009-12-07,30.0
2009-12-07,22.5
2009-12-07,2.1
2009-12-07,8.4
2009-12-07,5.04
2009-12-07,5.04
2009-12-07,2.95
2009-12-07,4.2
2009-12-07,6.300000000000001
2009-12-07,15.299999999999999
2009-12-07,30.599999999999998
2009-12-07,11.9
2009-12-07,45.0
2009-12-07,51.0
2009-12-07,15.299999999999999
2009-12-07,6.76
2009-12-07,2.5
2009-12-07,0.55
2009-12-07,0.42
2009-12-07,1.65
2009-12-07,1.95
2009-12-07,1.25
2009-12-07,1.25
2009-12-07,2.5
2009-12-07,0.55
2009-12-07,0.55
2009-12-07,3.3
2009-12-07,1.25
2009-12-07,0.42
2009-12-07,10.5
2009-12-07,10.5
2009-12-20,12.600000000000001
2009-12-20,12.600000000000001
2009-12-20,20.28
2009-12-20,12.600000000000001
2009-12-20,12.600000000000001
2009-12-20,15.9
2009-12-20,26.099999999999998
2009-12-20,23.8
2009-12-20,17.88
2009-12-20,17.88
2009-12-20,39.8
2009-12-20,15.0
2009-12-20,15.0
2009-12-20,30.0
2009-12-20,12.600000000000001
2009-12-20,43.8
2009-12-20,76.5
2009-12-20,63.6
2009-12-20,17.4
2009-12-20,25.200000000000003
2010-01-27,53.1
2010-01-27,119.39999999999999
2010-01-27,30.0
2010-01-27,30.0
2010-01-27,102.0
2010-01-27,21.9
2010-01-27,17.700000000000003
2010-01-27,17.4
2010-01-27,17.4
2010-01-27,17.4
2010-01-27,17.4
2010-01-27,15.0
2010-01-27,15.299999999999999
2010-01-27,19.799999999999997
2010-01-27,4.95
2010-01-27,88.80000000000001
2010-01-27,12.600000000000001
2010-01-27,25.200000000000003
2010-01-27,25.200000000000003
2010-01-27,31.8
2010-01-27,19.9
2010-01-27,17.700000000000003
2010-01-27,15.8
2010-01-27,15.8
2010-01-27,14.850000000000001
2010-01-27,15.0
2010-01-27,15.0
2010-01-27,29.700000000000003
2010-01-27,59.5
2010-01-27,15.0
2010-01-27,14.850000000000001
2010-01-27,19.799999999999997
2010-01-27,76.32000000000001
2010-01-27,17.88
2010-01-27,13.2
2010-01-27,88.80000000000001
2010-01-27,121.67999999999999
2010-01-27,53.1
2010-01-27,37.800000000000004
2010-01-27,12.600000000000001
2010-03-01,30.0
2010-03-01,7.5
2010-03-01,7.5
2010-03-01,7.45
2010-03-01,35.400000000000006
2010-03-01,69.6
2010-03-01,15.0
2010-03-01,0.95
2010-03-01,15.0
2010-03-01,22.5
2010-03-01,15.0
2010-03-01,15.0
2010-04-12,15.9
2010-04-12,21.9
2010-04-12,0.95
2010-04-12,15.9
2010-04-12,5.0
2010-04-12,1.25
2010-04-12,5.0
2010-04-12,15.0
2010-04-12,22.5
2010-04-12,22.5
2010-04-12,7.5
2010-04-12,15.0
2010-04-12,19.799999999999997
2010-04-12,7.5
2010-04-12,40.56
2010-04-12,34.8
2010-04-12,34.8
2010-04-12,25.200000000000003
2010-04-12,20.28
2010-04-12,25.200000000000003
2010-04-12,40.56
2010-04-12,2.95
2010-04-12,4.35
2010-04-12,4.949999999999999
2010-04-12,3.75
2010-04-12,7.5
2010-04-19,9.9
2010-04-19,9.9
2010-04-19,15.0
2010-04-19,9.0
2010-04-19,5.95
2010-04-19,8.5
2010-04-19,0.84
2010-04-19,5.85
2010-04-19,5.9
2010-04-19,10.0
2010-04-19,50.8
2010-04-19,38.099999999999994
2010-04-19,50.8
2010-04-19,38.099999999999994
2010-04-19,30.0
2010-04-19,30.0
2010-04-19,59.400000000000006
2010-04-19,59.400000000000006
2010-04-19,59.400000000000006
2010-04-19,39.599999999999994
2010-04-19,7.5
2010-04-19,7.5
2010-04-19,7.5
2010-04-19,101.15
2010-04-19,23.45
2010-04-19,26.8
2010-04-19,30.599999999999998
2010-04-19,22.95
2010-04-19,7.5
2010-04-19,7.5
2010-04-19,11.549999999999999
2010-04-19,30.0
2010-04-19,53.1
2010-04-19,25.200000000000003
2010-04-19,25.200000000000003
2010-04-19,40.56
2010-04-19,15.299999999999999
2010-04-19,34.8
2010-04-19,35.400000000000006
2010-04-19,15.299999999999999
2010-04-19,15.299999999999999
2010-04-19,2.8499999999999996
2010-04-19,25.5
2010-04-21,12.75
2010-04-21,21.9
2010-04-21,12.600000000000001
2010-04-21,27.04
2010-04-21,40.56
2010-04-21,20.28
2010-04-21,17.4
2010-04-21,25.200000000000003
2010-04-21,19.799999999999997
2010-04-21,50.400000000000006
2010-04-21,25.200000000000003
2010-04-21,17.4
2010-04-21,17.4
2010-04-21,25.200000000000003
2010-04-21,25.200000000000003
2010-04-21,17.700000000000003
2010-04-21,17.700000000000003
2010-04-21,15.9
2010-04-21,15.0
2010-04-21,31.8
2010-04-21,15.0
2010-04-21,30.0
2010-04-21,22.5
2010-04-21,22.5
2010-04-21,15.0
2010-04-21,15.0
2010-04-21,22.5
2010-04-21,17.700000000000003
2010-04-21,18.6
2010-04-21,18.6
2010-04-21,13.2
2010-04-21,11.6
2010-04-21,19.9
2010-04-21,19.9
2010-04-21,17.700000000000003
2010-04-21,76.32000000000001
2010-04-21,30.0
2010-05-23,39.6
2010-05-23,17.88
2010-05-23,15.0
2010-05-23,17.700000000000003
2010-05-23,11.6
2010-05-23,15.9
2010-05-23,14.850000000000001
2010-05-23,27.04
2010-05-23,35.400000000000006
2010-05-23,40.56
2010-05-23,25.200000000000003
2010-05-23,25.200000000000003
2010-05-23,25.200000000000003
2010-05-23,17.700000000000003
2010-05-23,15.0
2010-05-23,6.6000000000000005
2010-05-23,6.6000000000000005
2010-05-23,50.400000000000006
2010-05-23,25.200000000000003
2010-05-23,30.599999999999998
2010-06-09,1.3
2010-06-09,0.65
2010-06-09,2.55
2010-06-09,71.4
2010-06-09,71.4
2010-06-09,285.6
2010-06-09,17.5
2010-06-09,7.8
2010-06-09,34.85
2010-06-09,39.599999999999994
2010-06-09,15.299999999999999
2010-06-09,29.700000000000003
2010-06-09,15.299999999999999
2010-06-09,15.299999999999999
2010-06-09,49.5
2010-06-09,7.5
2010-06-09,15.0
2010-06-09,7.5
2010-06-09,30.0
2010-06-09,30.0
2010-06-09,53.1
2010-06-09,12.75
2010-06-09,40.2
2010-06-09,40.2
2010-06-09,40.2
2010-06-09,36.0
2010-07-09,34.8
2010-07-09,25.200000000000003
2010-07-09,23.4
2010-07-09,25.200000000000003
2010-07-09,25.200000000000003
2010-07-09,13.750000000000002
2010-07-09,13.750000000000002
2010-07-09,34.8
2010-07-09,75.60000000000001
2010-07-09,25.200000000000003
2010-07-09,21.9
2010-07-09,2.98
2010-07-09,7.5
2010-07-09,7.5
2010-07-09,7.5
2010-07-09,9.95
2010-07-09,2.9
2010-07-09,2.9
2010-07-09,2.9
2010-07-21,35.400000000000006
2010-07-21,17.4
2010-07-21,15.0
2010-07-21,17.4
2010-07-21,17.4
2010-07-21,121.67999999999999
2010-07-21,25.200000000000003
2010-07-21,35.400000000000006
2010-07-21,39.6
2010-07-21,25.200000000000003
2010-07-21,19.799999999999997
2010-07-21,19.799999999999997
2010-07-21,25.200000000000003
2010-07-21,17.4
2010-07-21,17.4
2010-07-21,32.849999999999994
