invoicedate,quantity
2010-10-05,4
2010-10-05,6
2010-10-05,5
2010-10-05,4
2010-11-25,6
2010-11-25,24
2010-11-25,3
2010-11-25,4
2010-11-25,3
2010-11-25,6
2010-11-25,6
2010-11-25,6
2010-11-25,12
2010-11-25,12
2010-11-25,2
2010-11-25,8
2010-11-25,24
2010-11-25,12
2010-11-25,6
2011-02-25,3
2011-02-25,4
2011-02-25,6
2011-02-25,6
2011-02-25,6
2011-02-25,4
2011-02-25,2
2011-02-25,2
2011-02-25,2
2011-02-25,6
2011-02-25,6
2011-02-25,12
2011-02-25,5
2011-02-25,12
2011-02-25,6
2011-02-25,3
2011-02-25,12
2011-02-25,12
2011-06-09,6
2011-06-09,12
2011-06-09,3
2011-06-09,12
2011-06-09,12
2011-06-09,12
2011-06-09,6
2011-06-09,2
2011-06-09,2
2011-08-22,96
2011-08-22,6
2011-08-22,12
2011-08-22,5
2011-08-22,10
2011-08-22,10
2011-08-22,4
2011-08-22,4
2011-08-22,12
2011-08-22,6
2011-08-22,12
2011-08-22,6
2011-08-22,6
2011-08-22,6
2011-09-29,24
2011-11-30,1
2011-11-30,12
2011-11-30,12
2011-11-30,2
2011-11-30,3
2011-11-30,24
2011-11-30,6
2011-11-30,12
2011-11-30,1
2011-11-30,12
2011-11-30,6
2009-12-01,1
2009-12-01,1
2009-12-01,1
2009-12-01,4
2009-12-01,6
2009-12-01,6
2009-12-01,1
2009-12-01,2
2009-12-01,1
2009-12-01,1
2009-12-01,1
2009-12-01,1
2009-12-01,12
2009-12-01,2
2009-12-01,1
2009-12-01,1
2009-12-01,2
2009-12-01,12
2009-12-01,2
2009-12-01,2
2009-12-10,12
2009-12-10,12
2009-12-10,6
2009-12-10,12
2009-12-10,6
2009-12-10,24
2009-12-10,2
2009-12-10,2
2009-12-10,2
2009-12-10,5
2009-12-10,25
2009-12-10,25
2009-12-20,9
2009-12-20,3
2009-12-20,5
2009-12-20,3
2009-12-20,1
2009-12-20,3
2009-12-20,3
2009-12-20,3
2009-12-20,1
2009-12-20,1
2009-12-20,1
2009-12-20,1
2009-12-20,1
2009-12-20,1
2009-12-20,3
2009-12-20,1
2009-12-20,1
2009-12-20,2
2009-12-20,1
2009-12-20,3
2009-12-20,4
2009-12-20,3
2009-12-20,12
2009-12-20,2
2009-12-20,2
2009-12-20,2
2009-12-20,1
2009-12-20,1
2009-12-20,3
2009-12-20,2
2009-12-20,3
2009-12-20,6
2009-12-20,1
2009-12-20,3
2009-12-20,1
2010-03-11,12
2010-03-11,12
2010-03-11,6
2010-03-11,6
2010-03-11,6
2010-03-11,6
2010-03-11,4
2010-03-11,6
2010-04-27,12
2010-04-27,12
2010-04-27,4
2010-04-27,12
2010-04-27,12
2010-04-27,1
2010-05-30,1
2010-05-30,10
2010-05-30,6
2010-05-30,48
2010-05-30,144
2010-06-21,17
2010-06-21,2
2010-06-21,12
2010-06-21,6
2010-06-21,6
2010-06-21,18
2010-07-01,2
2010-07-01,12
2010-07-01,2
2010-07-01,8
2010-07-01,2
2010-07-01,1
2010-07-01,1
2010-07-01,2
2010-07-01,5
2010-07-01,5
2010-07-01,4
2010-07-01,6
2010-07-01,3
2010-07-01,5
2010-07-01,12
2010-07-01,1
2010-07-01,1
2010-07-01,2
2010-07-01,2
2010-08-26,18
2010-08-26,6
2010-08-26,12
2010-08-26,18
2010-08-26,1
2010-08-26,1
2010-08-26,2
2010-08-26,12
2010-08-26,12
2010-08-26,12
2010-08-26,18
2010-08-26,18
2010-10-06,3
2010-10-06,1
2010-10-06,1
2010-10-06,1
2010-10-06,1
2010-10-06,3
2010-10-06,1
2010-10-06,1
2010-10-06,1
2010-10-06,1
2010-10-06,2
2010-10-06,5
2010-10-06,5
2010-10-06,5
2010-10-06,3
2010-10-06,3
2010-10-06,1
2010-10-06,2
2010-10-06,2
2010-10-06,2
2010-10-06,12
2010-10-06,12
2010-10-06,12
2010-10-06,18
2010-10-06,12
2010-10-20,2
2010-10-20,5
2010-10-20,12
2010-10-20,12
2010-10-20,2
2010-10-20,6
2010-10-20,6
2010-10-20,2
2010-10-20,2
2010-10-20,2
2010-10-20,3
2010-10-20,4
2010-10-20,4
2010-10-20,12
2010-10-20,12
2010-10-20,1
2010-10-20,12
2010-10-20,12
2010-10-20,1
2010-11-09,1
2010-11-09,2
2010-11-09,2
2010-11-09,2
2010-11-09,1
2010-11-09,3
2010-11-09,4
2010-11-09,1
2010-11-09,7
2010-11-09,3
2010-11-09,3
2010-11-09,3
2010-11-09,3
2010-11-09,3
2010-11-09,10
2010-11-09,1
2010-11-09,1
2010-11-09,4
2010-11-09,4
2010-11-09,2
2010-11-09,2
2010-11-09,3
2010-11-09,6
2010-11-09,6
2010-11-09,6
2010-11-09,6
2010-11-09,6
2010-11-09,5
2010-11-09,1
2010-11-09,6
2010-11-09,1
2010-11-09,1
2010-11-09,6
2010-11-22,1
2010-11-22,2
2010-11-22,10
2010-11-22,10
2010-11-22,3
2010-11-22,2
2010-11-22,3
2010-11-22,6
2010-11-22,3
2010-11-22,3
2010-11-22,2
2010-11-22,2
2010-11-22,6
2010-11-22,24
2010-11-22,1
2010-12-08,6
2010-12-08,4
2010-12-08,6
2010-12-08,4
2010-12-08,1
2010-12-08,3
2010-12-08,4
2010-12-08,6
2010-12-08,18
2010-12-08,1
2010-12-08,12
2010-12-08,12
2010-12-08,12
2010-12-08,4
2010-12-08,5
2010-12-08,10
2010-12-08,3
2010-12-08,3
2010-12-08,3
2010-12-08,2
2010-12-08,3
2010-12-08,3
2010-12-12,3
2010-12-12,12
2010-12-12,6
2010-12-12,24
2010-12-12,5
2010-12-12,1
2010-12-12,2
2010-12-12,3
2010-12-12,12
2010-12-12,5
2010-12-12,3
2010-12-12,4
2010-12-12,3
2010-12-12,4
2010-12-12,2
2010-12-12,4
2010-12-12,4
2011-02-01,12
2011-02-01,24
2011-02-01,12
2011-02-01,12
2011-02-01,24
2011-02-01,18
2011-02-01,18
2011-02-01,24
2011-02-01,24
2011-02-01,12
2011-02-22,5
2011-02-22,5
2011-02-22,5
2011-02-22,5
2011-02-22,5
2011-02-22,12
2011-02-22,12
2011-02-22,12
2011-02-22,12
2011-02-22,12
2011-02-22,12
2011-03-29,4
2011-03-29,24
2011-03-29,3
2011-03-29,12
2011-03-29,12
2011-03-29,6
2011-03-29,1
2011-03-29,1
2011-04-20,6
2011-04-20,12
2011-04-20,12
2011-04-20,24
2011-04-20,24
2011-06-08,1
2011-06-08,1
2011-06-08,5
2011-06-08,1
2011-06-08,4
2011-06-08,4
2011-06-08,4
2011-06-08,4
2011-06-08,4
2011-06-08,4
2011-06-08,4
2011-06-08,5
2011-06-08,5
2011-06-08,1
2011-06-08,1
2011-06-08,12
2011-06-08,12
2011-06-08,2
2011-06-08,4
2011-06-08,1
2011-06-08,10
2011-06-08,11
2011-06-08,12
2011-06-08,12
2011-06-08,24
2011-06-08,12
2011-06-08,1
2011-06-16,12
2011-06-16,6
2011-06-16,12
2011-06-16,6
2011-06-16,6
2011-06-16,6
2011-06-16,6
2011-06-16,12
2011-06-16,12
2011-06-16,12
2011-07-18,12
2011-07-18,12
2011-07-18,12
2011-07-18,12
2011-07-18,6
2011-07-18,24
2011-07-18,6
2011-07-18,12
2011-07-18,12
2011-08-12,12
2011-08-12,6
2011-08-12,6
2011-08-12,6
2011-08-12,6
2011-08-12,6
2011-08-12,6
2011-08-12,6
2011-08-12,12
2011-08-12,12
2011-08-12,12
2011-08-12,6
2011-08-12,4
2011-08-12,3
2011-08-12,2
2011-08-12,24
2011-09-01,24
2011-09-01,12
2011-09-01,12
2011-09-01,12
2011-09-01,12
2011-09-01,12
2011-09-01,10
2011-09-01,20
2011-09-01,10
2011-09-01,10
2011-09-01,10
2011-09-01,3
2011-09-01,12
2011-09-01,12
2011-09-01,12
2011-09-01,12
2011-09-08,12
2011-09-08,12
2011-09-08,12
2011-09-08,12
2011-09-08,12
2011-09-08,6
2011-09-08,6
2011-09-08,12
2011-09-08,6
2011-09-08,6
2011-09-29,18
2011-09-29,10
2011-09-29,10
2011-09-29,10
2011-09-29,10
2011-09-29,24
2011-09-29,12
2011-09-29,6
2011-09-29,6
2011-09-29,6
2011-09-29,12
2011-09-29,6
2011-09-29,12
2011-09-29,4
2011-09-29,4
2011-09-29,4
2011-09-29,12
2011-10-27,4
2011-10-27,12
2011-10-27,12
2011-10-27,6
2011-10-27,24
2011-10-27,6
2011-10-27,12
2011-10-27,12
2011-10-27,4
2011-10-27,4
2011-10-27,6
2011-11-10,30
2011-11-10,24
2011-11-10,12
2011-11-10,12
2011-11-10,18
2011-11-10,12
2011-11-10,12
2011-12-01,24
2011-12-01,6
2011-12-01,18
2011-12-01,24
2011-12-01,72
2011-12-01,8
2011-12-01,12
2011-12-01,12
2011-12-01,8
2011-12-01,8
2011-12-01,4
2011-12-01,2
2011-12-01,18
2011-12-01,12
2009-12-01,1
2009-12-01,10
2009-12-01,10
2009-12-01,12
2009-12-01,2
2009-12-01,2
2009-12-01,4
2009-12-01,2
2009-12-01,1
2009-12-01,3
2009-12-01,2
2009-12-01,18
2009-12-01,9
2009-12-01,6
2009-12-01,6
2009-12-01,6
2009-12-01,6
2009-12-01,1
2009-12-01,1
2009-12-01,8
2009-12-01,10
2009-12-01,3
2009-12-01,2
2009-12-01,2
2009-12-01,2
2010-03-08,10
2010-03-08,10
2010-03-08,8
2010-03-08,10
2010-03-08,10
2010-03-08,10
2010-03-08,10
2010-03-08,12
2010-03-08,6
2010-03-08,12
2010-03-08,12
2010-03-08,25
2010-03-08,25
2010-03-08,25
2010-03-08,25
2010-03-08,6
2010-03-08,6
2010-03-08,6
2010-03-08,10
2010-03-08,3
2010-04-27,6
2010-04-27,6
2010-04-27,6
2010-04-27,12
2010-04-27,2
2010-04-27,24
2010-04-27,2
2010-04-27,12
2010-04-27,10
2010-04-27,10
2010-04-27,10
2010-04-27,10
2010-04-27,10
2010-04-27,10
2010-04-27,6
2010-04-27,12
2010-04-27,4
2010-04-27,6
2010-04-27,6
2010-04-27,6
2010-04-27,10
2010-04-27,6
2010-04-27,6
2010-04-27,6
2010-04-27,8
2010-04-27,10
2010-04-27,8
2010-04-27,2
2010-04-27,2
2010-08-10,6
2010-08-10,8
2010-08-10,8
2010-08-10,12
2010-08-10,10
2010-08-10,10
2010-08-10,10
2010-08-10,10
2010-08-10,10
2010-08-10,10
2010-08-10,10
2010-08-10,10
2010-08-10,10
2010-08-10,10
2010-08-10,10
2010-08-10,6
2010-08-10,10
2010-08-10,12
2010-08-10,12
2010-08-10,8
2010-09-26,6
2010-09-26,3
2010-09-26,12
2010-09-26,12
2010-09-26,6
2010-09-26,8
2010-09-26,12
2010-09-26,24
2010-09-26,24
2010-09-26,36
2010-09-26,6
2010-09-26,6
2010-09-26,6
2010-09-26,10
2010-09-26,10
2010-09-26,12
2010-09-26,12
2010-09-26,6
2010-09-26,8
2010-09-26,6
2010-10-28,8
2010-10-28,8
2010-10-28,10
2010-10-28,10
2010-10-28,10
2010-10-28,12
2010-10-28,6
2010-10-28,6
2010-10-28,16
2010-10-28,8
2010-10-28,12
2010-10-28,4
2010-10-28,4
2011-02-23,10
2011-02-23,10
2011-02-23,6
2011-02-23,6
2011-02-23,6
2011-02-23,6
2011-02-23,3
2011-02-23,4
2011-02-23,6
2011-02-23,6
2011-02-23,10
2011-02-23,12
2011-02-23,10
2011-02-23,10
2011-02-23,10
2011-02-23,10
2011-02-23,10
2011-02-23,24
2011-02-23,24
2011-02-23,2
2011-06-29,2
2011-06-29,4
2011-06-29,10
2011-06-29,10
2011-06-29,10
2011-06-29,10
2011-06-29,4
2011-06-29,4
2011-06-29,8
2011-06-29,10
2011-06-29,10
2011-06-29,10
2011-06-29,4
2011-06-29,4
2011-06-29,6
2011-06-29,8
2011-06-29,4
2011-06-29,6
2011-10-13,12
2011-10-13,6
2011-10-13,10
2011-10-13,10
2011-10-13,10
2011-10-13,10
2011-10-13,10
2011-10-13,12
2011-10-13,12
2011-10-13,12
2011-10-13,12
2011-10-13,3
2011-10-13,6
2011-10-13,6
2011-10-13,6
2011-10-13,12
2011-10-13,16
2011-10-13,16
2011-10-13,3
2011-10-13,10
2011-10-13,12
2011-10-13,12
2011-10-13,12
2011-10-13,12
2011-11-18,20
2011-11-18,8
2011-11-18,8
2011-11-18,10
2011-11-18,4
2011-11-18,3
2011-11-18,36
2011-11-18,48
2011-11-18,12
2011-11-18,24
2011-11-18,8
2011-11-18,8
2011-11-18,8
2011-11-18,8
2011-11-18,4
2011-11-18,10
2009-12-01,72
2009-12-01,6
2009-12-01,12
2009-12-01,64
2010-03-23,6
2010-03-23,192
2010-03-23,72
2010-03-23,48
2010-04-19,32
2010-04-19,6
2010-04-19,72
2010-09-08,160
2010-09-08,72
2010-09-08,12
2010-11-26,32
2010-11-26,72
2010-11-26,192
2010-11-26,10
2011-03-16,32
2011-03-16,72
2011-03-16,88
2011-10-31,72
2011-10-31,32
2011-10-31,32
2011-10-31,24
2011-10-31,24
2011-11-25,120
2011-11-25,24
2011-11-25,32
2011-11-25,1
2009-12-01,2
2009-12-01,1
2009-12-01,1
2009-12-01,1
2009-12-01,1
2009-12-01,2
2009-12-01,5
2009-12-01,4
2009-12-01,8
2009-12-01,1
2009-12-01,2
2009-12-01,1
2009-12-01,2
2009-12-01,1
2009-12-01,1
2009-12-01,1
2009-12-01,1
2009-12-01,1
2009-12-01,1
2009-12-01,2
2009-12-01,1
2009-12-01,1
2009-12-01,1
2009-12-01,1
2009-12-01,1
2009-12-01,2
2009-12-01,1
2009-12-01,1
2009-12-01,1
2009-12-01,1
2010-02-08,1
2010-02-08,1
2010-02-08,1
2010-02-08,1
2010-02-08,1
2010-02-08,1
2010-02-08,1
2010-02-08,1
2010-02-08,1
2010-02-08,1
2010-02-08,1
2010-02-08,6
2010-02-08,1
2010-02-08,1
2010-02-08,1
2010-02-08,1
2010-02-08,1
2010-02-08,1
2010-02-08,1
2010-02-08,3
2010-02-08,3
2010-02-08,1
2010-02-08,1
2010-02-08,1
2010-02-08,3
2010-02-08,1
2010-02-08,1
2010-02-08,1
2010-02-08,2
2010-02-08,2
2010-02-08,1
2010-02-08,1
2010-02-08,1
2010-02-08,1
2010-02-23,1
2010-02-23,1
2010-02-23,1
2010-02-23,1
2010-02-23,1
2010-02-23,2
2010-02-23,1
2010-02-23,2
2010-02-23,1
2010-02-23,1
2010-02-23,1
2010-02-23,5
2010-02-23,1
2010-02-23,1
2010-02-23,1
2010-02-23,4
2010-02-23,2
2010-02-23,1
2010-02-23,1
2010-02-23,1
2010-05-18,2
2010-05-18,2
2010-05-18,2
2010-05-18,3
2010-05-18,6
2010-05-18,1
2010-05-18,2
2010-05-18,2
2010-05-18,1
2010-05-18,1
2010-05-18,2
2010-05-18,6
2010-05-18,2
2010-05-18,2
2010-05-18,2
2010-05-18,1
2010-05-18,1
2010-05-18,4
2010-05-18,10
2010-05-18,2
2010-05-18,1
2010-05-18,1
2010-06-14,6
2010-06-14,5
2010-06-14,4
2010-06-14,4
2010-06-14,1
2010-06-14,8
2010-06-14,4
2010-06-14,3
2010-06-14,6
2010-06-14,1
2010-06-14,6
2010-06-14,6
2010-06-14,8
2010-06-14,4
2010-06-14,12
2010-06-14,12
2010-06-14,2
2010-06-14,3
2010-06-14,3
2010-06-14,3
2010-06-14,3
2010-06-14,4
2010-06-14,2
2010-06-14,1
2010-06-14,4
2010-06-14,4
2010-06-14,6
2010-06-14,4
2010-06-14,2
2010-06-14,6
2010-06-14,10
2010-06-14,4
2010-06-14,4
2010-06-14,4
2010-06-14,5
2010-06-14,2
2010-06-14,2
2010-06-14,2
2010-06-14,3
2010-06-14,5
2010-06-14,10
2010-06-14,12
2010-06-14,2
2010-06-14,3
2010-06-14,3
2010-06-14,3
2010-07-19,7
2010-07-19,2
2010-07-19,4
2010-07-19,2
2010-07-19,1
2010-07-19,12
2010-07-19,2
2010-07-19,1
2010-07-19,4
2010-07-19,1
2010-07-19,1
2010-07-19,1
2010-07-19,1
2010-07-19,4
2010-07-19,1
2010-07-19,1
2010-07-19,1
2010-07-19,1
2010-07-19,1
2010-07-19,1
2010-07-19,2
2010-07-19,1
2010-07-19,1
2010-07-19,1
2010-07-19,4
2010-07-19,2
2010-07-19,2
2010-07-19,4
2010-07-19,3
2010-07-19,2
2010-07-19,3
2010-07-19,2
2010-07-19,4
2010-07-19,1
2010-07-19,2
2010-07-19,1
2010-07-19,4
2010-07-19,3
2010-07-19,1
2010-07-19,3
2010-09-26,2
2010-09-26,3
2010-09-26,3
2010-09-26,2
2010-09-26,2
2010-09-26,2
2010-09-26,2
2010-09-26,2
2010-09-26,6
2010-09-26,6
2010-09-26,1
2010-09-26,2
2010-09-26,2
2010-09-26,1
2010-09-26,3
2010-09-26,1
2010-09-26,4
2010-09-26,1
2010-09-26,4
2010-09-26,4
2010-09-26,6
2010-09-26,6
2010-09-26,2
2010-09-26,3
2010-09-26,4
2010-09-26,4
2010-09-26,1
2010-09-26,1
2010-09-26,1
2010-09-26,1
2010-09-26,1
2010-09-26,2
2010-09-26,10
2010-09-26,1
2010-09-26,1
2010-09-26,2
2010-09-26,8
2010-09-26,8
2010-09-26,1
2010-09-26,1
2010-09-26,2
2010-09-26,3
2010-09-26,4
2010-09-26,3
2010-09-26,2
2010-09-26,2
2010-09-26,1
2010-09-26,1
2010-09-26,1
2010-09-26,1
2010-09-26,6
2010-09-26,4
2010-09-26,6
2010-09-26,2
2010-09-26,2
2010-09-26,1
2010-09-26,1
2010-09-26,1
2010-09-26,3
2010-09-26,2
2010-09-26,1
2010-09-26,1
2010-09-26,1
2010-09-26,2
2010-09-26,2
2010-09-26,3
2010-09-26,2
2010-09-26,4
2010-09-26,3
2010-09-26,1
2010-09-26,6
2010-09-26,1
2010-09-26,4
2010-09-26,6
2010-09-26,2
2010-09-26,5
2010-09-26,4
2010-09-26,1
2010-09-26,2
2010-09-26,2
2010-09-26,1
2010-09-26,3
2010-09-26,2
2010-09-26,1
2010-09-26,2
2010-09-26,4
2010-09-26,4
2010-09-26,4
2010-09-26,1
2010-09-26,4
2010-09-26,1
2010-09-26,1
2010-09-26,1
2010-09-26,1
2010-10-15,2
2010-10-15,2
2010-10-15,1
2010-10-15,3
2010-10-15,1
2010-10-15,1
2010-10-15,1
2010-10-15,2
2010-10-15,1
2010-10-15,2
2010-10-15,2
2010-10-15,1
2010-10-15,1
2010-10-15,1
2010-10-15,12
2010-10-15,2
2010-10-15,1
2010-10-15,1
2010-10-15,2
2010-10-15,2
2010-10-15,2
2010-10-15,2
2010-10-15,1
2010-10-15,1
2010-10-15,1
2010-10-15,2
2010-10-15,1
2010-10-15,4
2010-10-15,1
2010-10-15,3
2010-10-15,4
2010-10-15,1
2010-10-15,1
2010-10-15,6
2010-10-15,1
2010-10-15,1
2010-10-15,4
2010-10-15,4
2010-10-15,1
2010-10-15,2
2010-10-15,3
2010-10-15,1
2010-10-15,1
2010-10-15,3
2010-10-15,1
2010-10-15,2
2010-10-15,3
2010-10-15,2
2010-10-15,4
2010-10-15,1
2010-10-15,2
2010-10-15,1
2010-10-15,3
2010-10-15,2
2010-10-15,1
2010-10-15,1
2010-10-15,2
2010-10-15,2
2010-10-15,1
2010-10-15,2
2010-10-15,1
2010-10-15,2
2010-10-15,2
2010-10-15,2
2010-10-15,2
2010-10-15,2
2010-10-15,3
2010-10-15,2
2010-10-15,5
2010-10-15,2
2010-10-15,1
2010-10-15,2
2010-10-15,1
2010-10-15,6
2010-10-15,1
2010-10-15,2
2010-11-25,6
2010-11-25,4
2010-11-25,3
2010-11-25,1
2010-11-25,2
2010-11-25,2
2010-11-25,1
2010-11-25,1
2010-11-25,2
2010-11-25,2
2010-11-25,2
2010-11-25,1
2010-11-25,1
2010-11-25,2
2010-11-25,1
2010-11-25,2
2010-11-25,6
2010-11-25,2
2010-11-25,1
2010-11-25,1
2010-11-25,2
2010-11-25,2
2010-11-25,1
2010-11-25,2
2010-11-25,3
2010-11-25,10
2010-11-25,2
2010-11-25,1
2010-11-25,1
2010-11-25,3
2010-11-25,1
2010-11-25,2
2010-11-25,2
2010-11-25,1
2010-11-25,3
2010-11-25,2
2010-11-25,1
2010-11-25,1
2011-01-25,1
2011-01-25,4
2011-01-25,1
2011-01-25,1
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-01-25,1
2011-01-25,2
2011-01-25,2
2011-01-25,1
2011-01-25,1
2011-01-25,2
2011-01-25,1
2011-01-25,3
2011-01-25,4
2011-01-25,1
2011-01-25,2
2011-01-25,1
2011-01-25,1
2011-01-25,2
2011-01-25,2
2011-01-25,6
2011-01-25,2
2011-01-25,1
2011-01-25,1
2011-01-25,1
2011-01-25,2
2011-01-25,1
2011-01-25,1
2011-01-25,2
2011-01-25,2
2011-01-25,2
2011-11-16,1
2011-11-16,1
2011-11-16,1
2011-11-16,2
2011-11-16,2
2011-11-16,3
2011-11-16,2
2011-11-16,3
2011-11-16,3
2011-11-16,1
2011-11-16,1
2011-11-16,1
2011-11-16,3
2011-11-16,1
2011-11-16,3
2011-11-16,2
2011-11-16,1
2011-11-16,1
2011-11-16,2
2011-11-16,4
2011-11-16,15
2011-11-16,2
2011-11-16,10
2011-11-16,1
2011-11-16,1
2011-11-16,1
2011-11-16,3
2011-11-16,1
2011-11-16,1
2011-11-16,13
2011-11-16,1
2011-11-16,2
2011-11-16,2
2011-11-16,1
2011-11-16,20
2011-11-16,12
2011-11-16,2
2011-11-16,1
2011-11-16,1
2011-11-16,3
2011-11-16,1
2011-11-16,1
2011-11-16,3
2011-11-16,2
2011-11-16,2
2011-11-16,3
2011-11-16,2
2009-12-01,3
2009-12-01,24
2009-12-01,12
2009-12-01,1
2009-12-01,12
2009-12-01,12
2009-12-01,6
2009-12-01,24
2009-12-01,3
2009-12-01,4
2009-12-01,5
2009-12-01,12
2009-12-01,1
2009-12-01,30
2009-12-01,1
2009-12-01,12
2009-12-01,12
2009-12-01,4
2009-12-01,1
2009-12-01,4
2009-12-01,4
2009-12-01,4
2009-12-01,11
2009-12-01,3
2009-12-01,7
2009-12-01,60
2009-12-01,6
2009-12-01,6
2009-12-01,12
2009-12-01,4
2009-12-01,3
2009-12-01,3
2010-02-16,12
2010-02-16,12
2010-02-16,12
2010-02-16,2
2010-02-16,36
2010-02-16,12
2010-02-16,12
2010-02-16,24
2010-02-16,12
2010-02-16,8
2010-02-16,2
