invoicedate,quantity
2009-12-11,2
2009-12-11,1
2009-12-11,1
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,2
2010-01-19,6
2010-01-19,1
2010-01-19,1
2010-01-19,2
2010-01-19,2
2010-01-19,1
2010-01-19,2
2010-01-19,12
2010-01-19,2
2010-01-19,6
2010-01-19,6
2010-01-19,2
2010-01-19,2
2010-01-19,1
2010-01-19,1
2010-01-19,2
2010-01-19,1
2010-01-19,12
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,6
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,3
2010-01-19,6
2010-01-19,1
2010-01-19,2
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,24
2010-01-19,4
2010-01-19,7
2010-01-19,4
2010-01-19,4
2010-01-19,2
2010-01-19,6
2010-01-19,8
2010-01-19,10
2010-01-19,2
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,6
2010-01-19,1
2010-01-19,3
2010-01-19,3
2010-01-19,1
2010-01-19,1
2010-01-19,3
2010-01-19,2
2010-01-19,2
2010-01-19,2
2010-01-19,2
2010-01-19,2
2010-01-19,1
2010-01-19,2
2010-01-19,2
2010-01-19,2
2010-01-19,4
2010-01-19,7
2010-01-19,1
2010-01-19,2
2010-01-19,2
2010-01-19,12
2010-01-19,12
2010-01-19,12
2010-01-19,2
2010-01-19,2
2010-01-19,2
2010-01-19,2
2010-01-19,2
2010-01-19,4
2010-01-19,4
2010-01-19,2
2010-01-19,4
2010-01-19,4
2010-01-19,4
2010-01-19,4
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,12
2010-01-19,2
2010-01-19,3
2010-01-19,1
2010-01-19,1
2010-01-19,1
2010-01-19,2
2010-01-19,3
2010-01-19,2
2010-01-19,5
2010-01-19,4
2010-01-19,2
2010-01-19,1
2010-01-19,1
2010-01-19,3
2010-01-19,1
2010-01-19,1
2010-01-19,6
2010-01-19,4
2010-01-19,2
2010-01-19,8
2010-01-19,8
2010-01-19,2
2010-01-19,6
2010-01-19,3
2010-01-19,1
2010-01-19,2
2010-01-19,4
2010-01-19,3
2010-01-19,4
2010-01-19,4
2010-01-19,1
2010-01-19,3
2010-02-26,2
2010-02-26,1
2010-02-26,1
2010-02-26,1
2010-02-26,1
2010-02-26,1
2010-02-26,2
2010-02-26,2
2010-02-26,2
2010-02-26,2
2010-02-26,2
2010-02-26,1
2010-02-26,1
2010-02-26,1
2010-02-26,1
2010-02-26,1
2010-02-26,1
2010-02-26,10
2010-02-26,6
2010-02-26,6
2010-02-26,1
2010-02-26,1
2010-02-26,1
2010-02-26,8
2010-02-26,3
2010-02-26,3
2010-02-26,10
2010-02-26,5
2010-02-26,10
2010-02-26,6
2010-02-26,6
2010-02-26,2
2010-02-26,2
2010-02-26,2
2010-02-26,4
2010-02-26,4
2010-02-26,2
2010-02-26,2
2010-02-26,2
2010-02-26,4
2010-02-26,4
2010-02-26,4
2010-02-26,3
2010-02-26,12
2010-02-26,2
2010-02-26,12
2010-02-26,10
2010-02-26,2
2010-02-26,4
2010-02-26,16
2010-02-26,8
2010-02-26,1
2010-02-26,6
2010-02-26,6
2010-02-26,8
2010-02-26,5
2010-02-26,4
2010-02-26,4
2010-02-26,4
2010-02-26,1
2010-02-26,2
2010-02-26,1
2010-02-26,1
2010-02-26,1
2010-02-26,1
2010-02-26,1
2010-02-26,1
2010-02-26,1
2010-02-26,1
2010-02-26,1
2010-02-26,1
2010-02-26,1
2010-02-26,3
2010-02-26,3
2010-02-26,4
2010-02-26,4
2010-02-26,2
2010-02-26,2
2010-02-26,25
2010-03-23,2
2010-03-23,2
2010-03-23,1
2010-03-23,2
2010-03-23,6
2010-03-23,6
2010-03-23,2
2010-03-23,2
2010-03-23,6
2010-03-23,2
2010-03-23,6
2010-03-23,2
2010-03-23,2
2010-03-23,1
2010-03-23,2
2010-03-23,2
2010-03-23,1
2010-03-23,1
2010-03-23,1
2010-03-23,1
2010-03-23,1
2010-03-23,1
2010-03-23,3
2010-03-23,3
2010-03-23,2
2010-03-23,1
2010-03-23,6
2010-03-23,6
2010-03-23,6
2010-03-23,6
2010-03-23,2
2010-03-23,2
2010-03-23,2
2010-03-23,4
2010-03-23,4
2010-03-23,1
2010-03-23,3
2010-03-23,1
2010-03-23,6
2010-03-23,1
2010-03-23,2
2010-03-23,6
2010-03-23,2
2010-03-23,1
2010-03-23,2
2010-03-23,2
2010-03-23,2
2010-03-23,4
2010-03-23,6
2010-03-23,4
2010-03-23,4
2010-03-23,2
2010-03-23,3
2010-03-23,2
2010-03-23,2
2010-03-23,2
2010-03-23,1
2010-03-23,1
2010-03-23,1
2010-03-23,1
2010-03-23,2
2010-03-23,4
2010-03-23,2
2010-03-23,4
2010-03-23,2
2010-03-23,1
2010-03-23,1
2010-03-23,4
2010-03-23,8
2010-03-23,12
2010-03-23,3
2010-03-23,3
2010-03-23,2
2010-03-23,2
2010-03-23,2
2010-03-23,1
2010-03-23,2
2010-03-23,1
2010-03-23,12
2010-03-23,2
2010-03-23,6
2010-06-27,24
2010-06-27,25
2010-06-27,1
2010-06-27,1
2010-06-27,1
2010-06-27,6
2010-06-27,2
2010-06-27,2
2010-06-27,2
2010-06-27,36
2010-06-27,1
2010-06-27,1
2010-06-27,6
2010-06-27,3
2010-06-27,2
2010-06-27,2
2010-06-27,1
2010-06-27,1
2010-06-27,1
2010-06-27,3
2010-06-27,3
2010-06-27,4
2010-06-27,1
2010-06-27,2
2010-06-27,4
2010-06-27,4
2010-06-27,1
2010-06-27,1
2010-06-27,1
2010-06-27,2
2010-06-27,2
2010-06-27,12
2010-06-27,2
2010-06-27,1
2010-06-27,4
2010-06-27,4
2010-06-27,2
2010-06-27,2
2010-06-27,1
2010-06-27,1
2010-06-27,1
2010-06-27,1
2010-06-27,2
2010-06-27,1
2010-06-27,6
2010-06-27,4
2010-06-27,1
2010-06-27,1
2010-06-27,1
2010-06-27,1
2010-06-27,1
2010-06-27,1
2010-06-27,6
2010-06-27,8
2010-06-27,2
2010-06-27,2
2010-06-27,1
2010-06-27,4
2010-06-27,4
2010-06-27,4
2010-06-27,2
2010-06-27,8
2010-06-27,4
2010-06-27,4
2010-06-27,4
2010-06-27,4
2010-06-27,4
2010-06-27,4
2010-06-27,4
2010-06-27,2
2010-06-27,2
2010-06-27,1
2010-06-27,6
2010-06-27,10
2010-06-27,10
2010-06-27,4
2010-06-27,2
2010-06-27,2
2010-06-27,12
2010-06-27,1
2010-06-27,2
2010-06-27,6
2010-06-27,6
2010-06-27,1
2010-06-27,1
2010-06-27,1
2010-06-27,1
2010-06-27,1
2010-06-27,1
2010-06-27,1
2010-06-27,6
2010-06-27,1
2010-06-27,6
2010-06-27,1
2010-06-27,1
2010-06-27,4
2010-06-27,6
2010-06-27,6
2010-06-27,4
2010-06-27,2
2010-06-27,4
2010-06-27,2
2010-06-27,4
2010-06-27,4
2010-06-27,2
2010-06-27,2
2010-06-27,1
2010-06-27,1
2010-06-27,12
2010-06-27,1
2010-06-27,1
2010-06-27,10
2010-06-27,10
2010-06-27,5
2010-06-27,2
2010-06-27,2
2010-06-27,2
2010-06-27,2
2010-06-27,4
2010-06-27,25
2010-06-27,24
2010-06-27,2
2010-06-27,2
2010-06-27,1
2010-06-27,8
2010-06-27,1
2010-06-27,2
2010-06-27,4
2010-07-29,4
2010-07-29,2
2010-07-29,2
2010-07-29,4
2010-07-29,1
2010-07-29,1
2010-07-29,2
2010-07-29,2
2010-07-29,1
2010-07-29,1
2010-07-29,6
2010-07-29,1
2010-07-29,6
2010-07-29,1
2010-07-29,1
2010-07-29,1
2010-07-29,1
2010-07-29,2
2010-07-29,1
2010-07-29,2
2010-07-29,2
2010-07-29,1
2010-07-29,1
2010-07-29,1
2010-07-29,2
2010-07-29,1
2010-07-29,1
2010-07-29,1
2010-07-29,1
2010-07-29,1
2010-07-29,25
2010-07-29,12
2010-07-29,4
2010-07-29,4
2010-07-29,1
2010-07-29,1
2010-07-29,4
2010-07-29,1
2010-07-29,4
2010-07-29,5
2010-07-29,1
2010-07-29,6
2010-07-29,2
2010-07-29,2
2010-07-29,2
2010-07-29,6
2010-07-29,10
2010-07-29,1
2010-07-29,1
2010-07-29,1
2010-07-29,1
2010-07-29,1
2010-07-29,1
2010-07-29,1
2010-07-29,1
2010-07-29,24
2010-07-29,1
2010-07-29,2
2010-07-29,1
2010-07-29,1
2010-07-29,4
2010-07-29,4
2010-07-29,1
2010-07-29,2
2010-07-29,1
2010-07-29,5
2010-07-29,2
2010-07-29,5
2010-07-29,1
2010-07-29,2
2010-09-14,3
2010-09-14,6
2010-09-14,4
2010-09-14,2
2010-09-14,2
2010-09-14,2
2010-09-14,3
2010-09-14,1
2010-09-14,1
2010-09-14,1
2010-09-14,2
2010-09-14,2
2010-09-14,2
2010-09-14,2
2010-09-14,3
2010-09-14,24
2010-09-14,4
2010-09-14,4
2010-09-14,2
2010-09-14,2
2010-09-14,2
2010-09-14,2
2010-09-14,2
2010-09-14,2
2010-09-14,2
2010-09-14,2
2010-09-14,1
2010-09-14,2
2010-09-14,2
2010-09-14,2
2010-09-14,3
2010-09-14,4
2010-09-14,4
2010-09-14,3
2010-09-14,6
2010-09-14,6
2010-09-14,2
2010-09-14,2
2010-09-14,3
2010-09-14,2
2010-09-14,12
2010-09-14,4
2010-09-14,1
2010-09-14,1
2010-09-14,2
2010-09-14,1
2010-09-14,2
2010-09-14,4
2010-09-14,2
2010-09-14,4
2010-09-14,2
2010-09-14,6
2010-09-14,1
2010-09-14,2
2010-09-14,1
2010-09-14,1
2010-09-14,2
2010-09-14,4
2010-09-14,4
2010-09-14,4
2010-09-14,4
2010-09-14,4
2010-09-14,4
2010-09-14,6
2010-09-14,1
2010-09-14,1
2010-09-14,1
2010-10-21,6
2010-10-21,6
2010-10-21,6
2010-10-21,6
2010-10-21,6
2010-10-21,3
2010-10-21,4
2010-10-21,4
2010-10-21,4
2010-10-21,4
2010-10-21,4
2010-10-21,4
2010-10-21,4
2010-10-21,12
2010-10-21,25
2010-10-21,25
2010-10-21,25
2010-10-21,1
2010-10-21,1
2010-10-21,1
2010-10-21,1
2010-10-21,1
2010-10-21,1
2010-10-21,1
2010-10-21,2
2010-10-21,2
2010-10-21,2
2010-10-21,2
2010-10-21,2
2010-10-21,2
2010-10-21,2
2010-10-21,12
2010-10-21,12
2010-10-21,12
2010-10-21,3
2010-10-21,4
2010-10-21,12
2010-10-21,3
2010-10-21,2
2010-10-21,2
2010-10-21,2
2010-10-21,2
2010-10-21,2
2010-10-21,2
2010-10-21,2
2010-10-21,1
2010-10-21,3
2010-10-21,6
2010-10-21,1
2010-10-21,1
2010-10-21,1
2010-10-21,6
2010-10-21,10
2010-10-21,2
2010-10-21,3
2010-10-21,6
2010-10-21,5
2010-10-21,1
2010-10-21,2
2010-10-21,1
2010-10-21,6
2010-10-21,5
2010-10-21,10
2010-10-21,5
2010-10-21,6
2010-10-21,2
2010-10-21,6
2010-10-21,1
2010-10-21,36
2010-10-21,6
2010-10-21,2
2010-10-21,1
2010-10-21,2
2010-10-21,2
2010-10-21,1
2010-10-21,1
2010-10-21,2
2010-10-21,4
2010-10-21,1
2010-10-21,2
2010-10-21,2
2010-10-21,1
2010-10-21,1
2010-10-21,7
2010-10-21,2
2010-10-21,9
2010-10-21,1
2010-10-21,2
2010-10-21,1
2010-10-21,1
2010-10-21,1
2010-10-21,3
2010-10-21,24
2010-10-21,2
2010-10-21,2
2010-10-21,2
2010-10-21,3
2010-10-21,2
2010-10-21,2
2010-10-21,2
2010-10-21,1
2010-10-21,1
2010-10-21,1
2010-10-21,2
2010-10-21,8
2010-10-21,4
2010-10-21,4
2010-10-21,5
2010-10-21,5
2010-10-21,9
2010-10-21,1
2010-10-21,1
2010-10-21,1
2010-10-21,1
2010-10-21,2
2010-10-21,1
2010-10-21,4
2010-11-11,1
2010-11-11,2
2010-11-11,2
2010-11-11,1
2010-11-11,1
2010-11-11,1
2010-11-11,6
2010-11-11,3
2010-11-11,3
2010-11-11,1
2010-11-11,1
2010-11-11,1
2010-11-11,1
2010-11-11,1
2010-11-11,3
2010-11-11,5
2010-11-11,4
2010-11-11,3
2010-11-11,2
2010-11-11,2
2010-11-11,4
2010-11-11,1
2010-11-11,1
2010-11-11,1
2010-11-11,4
2010-11-11,2
2010-11-11,1
2010-11-11,6
2010-11-11,2
2010-11-11,1
2010-11-11,1
2010-11-11,1
2010-11-11,1
2010-11-11,1
2010-11-11,1
2010-11-11,1
2010-11-11,1
2010-11-11,1
2010-11-11,4
2010-11-11,2
2010-11-11,3
2010-11-11,3
2010-11-11,6
2010-11-11,6
2010-11-11,6
2010-11-11,4
2010-11-11,36
2010-11-11,24
2010-11-11,3
2010-11-11,24
2010-11-11,6
2010-11-11,2
2010-11-11,2
2010-11-11,4
2010-11-11,4
2010-11-11,12
2010-11-11,1
2010-11-11,1
2010-11-11,36
2010-11-11,1
2010-11-11,2
2010-11-11,6
2010-11-11,2
2010-11-11,2
2010-11-11,2
2010-11-11,2
