invoicedate,quantity
2010-08-13,72
2010-08-13,36
2010-08-13,12
2010-08-13,36
2010-08-13,1
2010-08-13,1
2010-08-13,1
2010-08-13,1
2010-08-13,1
2010-08-13,1
2010-08-13,1
2010-08-13,2
2010-08-13,16
2010-08-13,1
2010-08-13,4
2010-08-13,3
2010-08-13,1
2010-08-13,1
2010-08-13,24
2010-08-13,2
2010-08-23,12
2010-08-23,24
2010-08-23,24
2010-08-23,12
2010-08-23,24
2010-08-23,6
2010-08-23,6
2010-08-23,6
2010-08-23,6
2010-08-23,1
2010-08-23,3
2010-08-23,1
2010-08-23,1
2010-08-23,3
2010-08-23,12
2010-08-23,12
2010-08-23,24
2010-08-23,48
2010-08-23,1
2010-08-23,24
2010-08-23,12
2010-08-23,12
2010-08-23,12
2010-09-10,2
2010-09-10,6
2010-09-10,12
2010-09-10,6
2010-09-10,18
2010-09-10,3
2010-09-10,3
2010-09-10,1
2010-09-10,2
2010-09-10,8
2010-09-10,12
2010-09-10,12
2010-09-10,12
2010-09-10,4
2010-09-10,3
2010-09-10,2
2010-09-10,2
2010-09-10,2
2010-09-10,2
2010-09-10,2
2010-09-10,1
2010-09-10,2
2010-09-21,12
2010-09-21,2
2010-09-21,24
2010-09-21,24
2010-09-21,12
2010-09-21,12
2010-09-21,8
2010-09-21,1
2010-09-21,3
2010-09-21,24
2010-09-21,24
2010-09-21,12
2010-09-21,6
2010-09-21,12
2010-09-21,12
2010-09-21,24
2010-09-21,16
2010-09-21,2
2010-09-21,4
2010-09-21,96
2010-10-20,24
2010-10-20,4
2010-10-20,6
2010-10-20,3
2010-10-20,12
2010-10-20,12
2010-10-20,12
2010-10-20,12
2010-10-20,12
2010-10-20,12
2010-10-20,24
2010-10-20,12
2010-10-20,12
2010-10-20,12
2010-10-20,12
2010-10-20,36
2010-10-20,12
2010-10-20,24
2010-10-20,12
2010-10-20,12
2010-10-20,6
2010-10-20,12
2010-10-20,1
2010-10-20,12
2010-10-20,24
2010-10-20,12
2010-10-20,12
2010-10-20,12
2010-10-20,6
2010-10-20,2
2010-10-20,24
2010-10-20,3
2010-10-20,24
2010-10-20,4
2010-10-20,8
2010-10-20,4
2010-10-20,3
2010-10-20,8
2010-10-20,4
2010-10-20,24
2010-10-20,1
2010-10-20,6
2010-10-20,3
2010-10-20,10
2010-10-20,27
2010-10-20,6
2010-10-20,12
2010-10-20,8
2010-10-20,24
2010-10-20,12
2010-10-20,6
2010-10-20,4
2010-10-20,6
2010-10-20,6
2010-10-20,6
2010-10-20,12
2010-10-20,8
2010-10-20,4
2010-10-20,3
2010-10-20,2
2010-10-20,8
2010-10-20,2
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,4
2010-11-19,6
2010-11-19,8
2010-11-19,4
2010-11-19,3
2010-11-19,3
2010-11-19,4
2010-11-19,4
2010-11-19,4
2010-11-19,3
2010-11-19,16
2010-11-19,16
2010-11-19,6
2010-11-19,2
2010-11-19,6
2010-11-19,24
2010-11-19,2
2010-11-19,3
2010-11-19,2
2010-11-19,4
2010-11-19,4
2010-11-19,4
2010-11-19,12
2010-11-19,6
2010-11-19,2
2010-11-19,3
2010-11-19,12
2010-11-19,54
2010-11-19,16
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,24
2010-11-19,24
2010-11-19,6
2010-11-19,6
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,12
2010-11-19,72
2010-11-29,6
2010-11-29,8
2010-11-29,6
2010-11-29,2
2010-11-29,2
2010-11-29,4
2010-11-29,2
2010-11-29,12
2010-11-29,24
2010-11-29,12
2010-11-29,12
2010-11-29,12
2010-11-29,12
2010-11-29,4
2010-11-29,12
2010-12-10,6
2010-12-10,12
2010-12-10,12
2010-12-10,24
2010-12-10,12
2010-12-10,12
2010-12-10,12
2010-12-10,12
2010-12-10,12
2010-12-10,6
2010-12-10,12
2010-12-10,24
2010-12-10,12
2010-12-10,12
2010-12-10,12
2010-12-10,6
2010-12-10,12
2010-12-10,12
2010-12-10,6
2010-12-10,6
2010-12-10,6
2010-12-10,6
2010-12-10,6
2010-12-10,2
2010-12-10,24
2010-12-10,3
2010-12-10,12
2010-12-10,12
2010-12-10,12
2010-12-10,12
2010-12-10,12
2010-12-10,12
2010-12-10,24
2010-12-10,4
2010-12-10,3
2010-12-10,3
2010-12-17,12
2010-12-17,16
2010-12-17,4
2010-12-17,6
2010-12-17,4
2010-12-17,12
2011-02-17,12
2011-02-17,6
2011-02-17,6
2011-02-17,12
2011-02-17,24
2011-02-17,72
2011-02-17,12
2011-02-17,24
2011-02-17,8
2011-02-17,12
2011-02-17,6
2011-02-17,12
2011-02-17,12
2011-02-17,12
2011-02-17,12
2011-02-17,12
2011-02-17,24
2011-02-17,24
2011-02-17,16
2011-02-24,4
2011-02-24,8
2011-02-24,4
2011-02-24,6
2011-02-24,6
2011-02-24,6
2011-02-24,2
2011-02-24,2
2011-02-24,12
2011-02-24,12
2011-02-24,12
2011-02-24,24
2011-02-24,24
2011-02-24,24
2011-02-24,4
2011-02-24,2
2011-02-24,24
2011-02-24,24
2011-02-24,24
2011-02-24,24
2011-02-24,24
2011-02-24,24
2011-02-24,12
2011-02-24,48
2011-02-24,48
2011-02-24,24
2011-02-24,24
2011-02-24,24
2011-02-24,24
2011-02-24,18
2011-02-24,12
2011-02-24,12
2011-02-24,12
2011-02-24,12
2011-03-22,24
2011-03-22,24
2011-03-22,24
2011-03-22,24
2011-03-22,24
2011-03-22,24
2011-03-22,24
2011-03-22,2
2011-03-22,24
2011-03-22,12
2011-03-22,12
2011-03-22,12
2011-03-22,12
2011-03-22,24
2011-03-22,12
2011-03-22,12
2011-03-22,8
2011-03-22,12
2011-03-22,16
2011-03-22,6
2011-04-14,2
2011-04-14,12
2011-04-14,18
2011-04-14,12
2011-04-14,16
2011-04-14,12
2011-04-14,12
2011-04-14,24
2011-04-14,12
2011-04-14,12
2011-04-14,12
2011-04-14,12
2011-04-14,12
2011-04-14,12
2011-04-14,6
2011-04-14,12
2011-04-14,12
2011-04-14,12
2011-04-14,6
2011-04-14,12
2011-04-14,72
2011-04-14,12
2011-05-19,12
2011-05-19,12
2011-05-19,4
2011-05-19,2
2011-05-19,24
2011-05-19,2
2011-05-19,24
2011-05-19,24
2011-05-19,36
2011-05-19,24
2011-05-19,24
2011-05-19,4
2011-05-19,16
2011-05-19,2
2011-05-19,8
2011-05-19,12
2011-05-19,12
2011-05-19,12
2011-05-19,12
2011-05-19,16
2011-05-19,1
2011-05-19,16
2011-05-19,12
2011-05-19,12
2011-05-19,24
2011-05-19,12
2011-05-19,8
2011-05-19,8
2011-05-19,12
2011-05-19,12
2011-06-16,12
2011-07-01,4
2011-07-01,4
2011-07-01,4
2011-07-01,12
2011-07-01,12
2011-07-01,24
2011-07-01,12
2011-07-01,12
2011-07-01,12
2011-07-01,12
2011-07-01,6
2011-07-01,12
2011-07-01,6
2011-07-01,12
2011-07-01,18
2011-07-01,12
2011-07-01,6
2011-07-01,12
2011-07-01,12
2011-07-01,12
2011-07-01,12
2011-07-01,12
2011-07-01,12
2011-07-01,24
2011-07-01,12
2011-07-01,12
2011-07-01,2
2011-07-01,16
2011-07-01,12
2011-08-17,16
2011-08-17,24
2011-08-17,12
2011-08-17,48
2011-08-17,12
2011-08-17,24
2011-08-17,6
2011-08-17,12
2011-08-17,8
2011-08-17,12
2011-08-17,12
2011-08-17,12
2011-08-17,12
2011-08-17,12
2011-08-17,6
2011-08-17,12
2011-08-17,24
2011-08-17,6
2011-08-17,12
2011-08-17,12
2011-08-17,2
2011-08-17,6
2011-08-17,6
2011-08-17,6
2011-08-17,24
2011-08-17,24
2011-08-17,24
2011-08-17,24
2011-08-17,12
2011-08-24,6
2011-08-24,24
2011-08-24,24
2011-08-24,48
2011-08-24,4
2011-08-24,12
2011-08-24,12
2011-08-24,48
2011-08-24,3
2011-08-24,50
2011-08-24,2
2011-08-24,3
2011-08-24,10
2011-08-24,4
2011-08-24,12
2011-08-24,12
2011-08-24,54
2011-08-24,24
2011-08-24,1
2011-08-24,2
2011-08-24,4
2011-08-24,1
2011-08-24,3
2011-08-24,3
2011-08-24,2
2011-08-24,3
2011-08-24,1
2011-08-24,1
2011-08-24,1
2011-08-24,5
2011-08-24,4
2011-08-24,4
2011-08-24,1
2011-08-24,1
2011-09-12,12
2011-09-12,6
2011-09-12,2
2011-09-12,2
2011-09-12,12
2011-09-12,96
2011-09-12,12
2011-09-12,96
2011-09-12,96
2011-09-12,96
2011-09-12,18
2011-09-12,18
2011-09-12,18
2011-09-12,12
2011-09-15,6
2011-09-15,6
2011-09-15,6
2011-09-15,12
2011-09-15,24
2011-09-15,24
2011-09-15,6
2011-09-15,6
2011-09-15,6
2011-09-15,24
2011-09-15,4
2011-09-15,4
2011-09-21,72
2011-09-21,6
2011-09-21,4
2011-09-21,24
2011-09-21,12
2011-09-21,12
2011-09-21,6
2011-09-21,3
2011-09-21,3
2011-09-21,6
2011-09-21,6
2011-09-21,8
2011-09-21,4
2011-09-21,24
2011-09-21,24
2011-09-21,24
2011-09-21,24
2011-09-21,8
2011-09-21,8
2011-10-26,24
2011-10-26,3
2011-10-26,8
2011-10-26,1
2011-10-26,4
2011-10-26,3
2011-10-26,3
2011-10-26,16
2011-10-26,72
2011-10-26,24
2011-10-26,24
2011-10-26,24
2011-10-26,48
2011-10-26,48
2011-10-26,24
2011-10-26,12
2011-10-26,24
2011-10-26,24
2011-10-26,24
2011-10-26,12
2011-10-26,12
2011-10-26,12
2011-10-26,72
2011-10-26,72
2011-10-26,2
2011-11-09,6
2011-11-09,48
2011-11-09,6
2011-11-09,12
2011-11-09,12
2011-11-09,12
2011-11-09,12
2011-11-09,48
2011-11-09,12
2011-11-09,12
2011-11-09,12
2011-11-09,12
2011-11-09,6
2011-11-09,72
2011-11-09,2
2011-11-09,12
2011-11-09,12
2011-11-09,24
2011-11-09,1
2011-11-09,2
2011-11-09,24
2011-11-09,24
2011-11-09,24
2011-11-09,48
2011-11-09,4
2011-11-09,4
2011-11-09,3
2011-11-09,4
2011-11-09,24
2011-11-09,24
2011-11-09,24
2011-11-09,48
2011-11-09,12
2011-11-09,24
2011-11-09,24
2011-11-09,32
2011-11-09,24
2011-11-09,6
2011-11-09,6
2011-11-09,12
2009-12-01,2
2009-12-01,1
2009-12-01,1
2009-12-01,1
2009-12-01,1
2009-12-01,10
2009-12-01,10
2009-12-01,2
2009-12-01,2
2009-12-01,2
2009-12-01,2
2009-12-01,10
2009-12-01,12
2009-12-01,24
2009-12-01,24
2009-12-01,3
2009-12-01,4
2009-12-01,2
2009-12-01,2
2009-12-01,2
2009-12-01,5
2009-12-01,2
2009-12-01,1
2009-12-01,3
2009-12-01,1
2009-12-01,3
2009-12-01,3
2009-12-01,3
2009-12-01,4
2009-12-01,4
2009-12-01,6
2009-12-01,2
2009-12-01,2
2009-12-01,2
2009-12-01,1
2009-12-01,1
2009-12-01,1
2009-12-01,3
2009-12-01,1
2009-12-01,1
2009-12-01,2
2009-12-01,3
2009-12-01,2
2009-12-01,25
2009-12-01,2
2009-12-01,4
2009-12-01,6
2009-12-01,6
2009-12-01,4
2009-12-01,4
2009-12-01,4
2009-12-01,10
2009-12-01,10
2009-12-01,10
2009-12-01,10
2009-12-01,12
2009-12-01,3
2009-12-01,1
2009-12-01,4
2009-12-01,10
2009-12-01,2
2009-12-01,3
2009-12-01,3
2009-12-01,3
2009-12-09,24
2009-12-09,24
2009-12-09,4
2009-12-09,6
2009-12-09,4
2009-12-09,4
2009-12-09,6
2009-12-09,2
2009-12-09,8
2009-12-09,2
2009-12-09,3
2009-12-09,2
2009-12-09,12
2009-12-09,10
2009-12-09,12
2009-12-09,12
2009-12-09,6
2009-12-09,6
2009-12-09,6
2009-12-09,2
2009-12-09,2
2009-12-09,12
2009-12-09,3
2009-12-16,12
2009-12-16,12
2009-12-16,2
2009-12-16,2
2009-12-16,2
2009-12-16,12
2009-12-16,8
2009-12-16,4
2009-12-16,2
2010-01-26,24
2010-01-26,1
2010-01-26,24
2010-01-26,24
2010-01-26,24
2010-01-26,3
2010-01-26,1
2010-01-26,1
2010-01-26,3
2010-01-26,1
2010-01-26,2
2010-01-26,1
2010-01-26,1
2010-01-26,6
2010-01-26,2
2010-01-26,4
2010-01-26,4
2010-01-26,1
2010-01-26,1
2010-01-26,1
2010-01-26,10
2010-01-26,2
2010-01-26,2
2010-01-26,1
2010-01-26,2
2010-01-26,2
2010-01-26,1
2010-01-26,1
2010-01-26,1
2010-01-26,1
2010-01-26,12
2010-01-26,4
2010-01-26,4
2010-01-26,4
2010-01-26,4
2010-01-26,2
2010-01-26,5
2010-01-26,3
2010-01-26,4
2010-01-26,2
2010-01-26,2
2010-01-26,3
2010-01-26,1
2010-01-26,1
2010-01-26,2
2010-01-26,5
2010-01-26,6
2010-01-26,7
2010-01-26,6
2010-01-26,1
2010-01-26,3
2010-01-26,3
2010-01-26,3
2010-01-26,2
2010-01-26,2
2010-01-26,2
2010-01-26,1
2010-01-26,5
2010-01-26,5
2010-01-26,1
2010-01-26,24
2010-01-26,24
2010-01-26,2
2010-01-26,3
2010-03-03,2
2010-03-03,4
2010-03-03,6
2010-03-03,12
2010-03-03,12
2010-03-03,12
2010-03-03,12
2010-03-03,12
2010-03-03,12
2010-03-03,1
2010-03-03,1
2010-03-03,1
2010-03-03,2
2010-03-03,1
2010-03-03,1
2010-03-03,1
2010-03-03,2
2010-03-03,1
2010-03-03,1
2010-03-03,6
2010-03-03,10
2010-03-03,6
2010-03-03,4
2010-03-03,3
2010-03-03,4
2010-03-03,2
2010-03-03,4
2010-03-03,1
2010-03-03,4
2010-03-03,1
2010-03-03,4
2010-03-03,1
2010-03-03,4
2010-03-03,2
2010-03-03,2
2010-03-03,1
2010-03-03,5
2010-03-03,5
2010-03-03,2
2010-03-03,4
2010-03-03,2
2010-03-03,6
2010-03-03,4
2010-03-03,6
2010-03-03,6
2010-03-03,8
2010-03-03,4
2010-03-03,6
2010-03-03,7
2010-03-03,6
2010-03-03,2
2010-03-03,1
2010-03-03,1
2010-03-03,2
2010-03-03,2
2010-03-03,6
2010-03-03,2
2010-03-03,1
2010-03-03,1
2010-03-03,1
2010-03-03,1
2010-03-03,1
2010-03-03,1
2010-03-03,1
2010-03-03,1
2010-03-03,1
2010-03-03,2
2010-03-03,2
2010-03-03,1
2010-03-03,12
2010-03-03,4
2010-03-03,12
2010-03-03,12
2010-03-03,12
2010-03-03,12
2010-03-03,12
2010-03-03,2
2010-03-03,4
2010-03-03,6
2010-03-03,2
2010-03-03,2
2010-03-03,2
2010-03-03,3
2010-03-03,1
2010-03-03,2
2010-03-03,4
2010-03-03,2
2010-03-03,10
2010-03-03,10
2010-03-03,1
2010-03-03,1
2010-03-04,1
2010-03-30,12
2010-03-30,4
2010-03-30,4
2010-03-30,2
2010-04-14,24
2010-04-14,1
2010-04-14,4
2010-04-14,4
2010-04-14,2
2010-04-14,1
2010-04-14,12
2010-04-14,12
2010-04-14,3
2010-04-14,6
2010-04-14,6
2010-04-14,2
2010-04-14,12
2010-04-14,36
2010-04-14,2
2010-04-14,2
2010-04-14,1
2010-04-14,1
2010-04-14,1
2010-04-14,6
2010-04-14,2
2010-04-14,2
2010-04-14,3
2010-04-14,2
2010-04-14,1
2010-04-14,2
2010-04-14,2
2010-04-14,2
2010-04-14,1
2010-04-14,1
2010-04-14,2
2010-04-14,4
2010-04-14,6
2010-04-14,6
2010-04-14,4
2010-04-14,2
2010-04-14,2
2010-04-14,5
2010-04-14,2
2010-04-14,2
2010-04-14,4
2010-04-14,2
2010-04-14,2
2010-04-14,3
2010-04-14,1
2010-04-14,6
2010-04-14,4
2010-04-14,5
2010-04-14,5
2010-04-14,5
2010-04-14,5
2010-04-14,6
2010-04-14,1
2010-04-14,3
2010-04-14,2
2010-04-14,1
2010-04-14,6
2010-05-18,2
2010-05-18,3
2010-05-18,4
2010-05-18,5
2010-05-18,2
2010-05-18,3
2010-05-18,3
2010-05-18,3
2010-05-18,3
2010-05-18,2
2010-05-18,2
2010-05-18,4
2010-05-18,1
2010-05-18,1
2010-05-18,1
2010-05-18,6
2010-05-18,6
2010-05-18,3
2010-05-18,1
2010-05-18,1
2010-05-18,1
2010-05-18,1
2010-05-18,1
2010-05-18,1
2010-05-18,1
2010-05-18,2
2010-05-18,6
2010-05-18,5
2010-05-18,4
2010-05-18,6
2010-05-18,2
2010-05-18,2
2010-05-18,6
2010-05-18,1
2010-05-18,2
2010-05-18,1
2010-05-18,2
2010-05-18,2
2010-05-18,25
2010-05-18,3
2010-05-18,2
2010-05-18,3
2010-05-18,2
2010-05-18,12
2010-05-18,12
2010-05-18,12
2010-05-18,2
2010-05-18,2
2010-05-18,2
2010-05-18,5
2010-05-18,2
2010-05-18,2
2010-05-18,1
2010-05-18,3
2010-05-18,3
2010-05-18,3
2010-05-18,2
2010-05-18,6
2010-05-18,4
2010-05-18,4
2010-05-18,36
2010-05-18,4
2010-05-18,12
2010-05-18,4
2010-06-22,12
2010-06-22,12
2010-06-22,4
2010-06-22,12
2010-06-22,24
2010-06-22,5
2010-06-22,2
2010-06-22,3
2010-06-22,12
2010-06-22,24
2010-06-22,12
2010-06-22,12
2010-06-22,2
2010-06-22,2
2010-06-22,2
2010-06-22,6
2010-06-22,24
2010-06-22,24
2010-06-22,12
2010-06-22,4
2010-06-22,12
2010-06-22,12
2010-06-30,1
2010-06-30,2
2010-06-30,4
2010-06-30,1
2010-06-30,1
2010-06-30,1
2010-06-30,2
2010-06-30,2
2010-06-30,2
2010-06-30,6
2010-06-30,20
2010-06-30,2
2010-06-30,1
2010-06-30,1
2010-06-30,1
2010-06-30,2
2010-06-30,2
2010-06-30,10
2010-06-30,2
2010-06-30,2
2010-06-30,2
2010-06-30,2
2010-06-30,1
2010-06-30,3
2010-06-30,4
2010-06-30,10
2010-06-30,4
2010-06-30,4
2010-06-30,2
2010-06-30,2
2010-06-30,2
2010-06-30,2
2010-06-30,2
2010-06-30,6
2010-06-30,1
2010-06-30,4
2010-06-30,4
2010-06-30,4
2010-06-30,1
2010-06-30,1
2010-06-30,2
2010-06-30,7
2010-06-30,2
2010-06-30,12
2010-06-30,12
2010-08-11,1
2010-08-11,1
2010-08-11,2
2010-08-11,3
2010-08-11,1
2010-08-11,12
2010-08-11,1
2010-08-11,1
2010-08-11,2
2010-08-11,24
2010-08-11,12
2010-08-11,12
2010-08-11,12
2010-08-11,12
2010-08-11,24
2010-08-11,2
2010-08-11,2
2010-08-11,2
2010-08-11,1
2010-08-11,5
2010-08-11,5
2010-08-11,2
2010-08-11,2
2010-08-11,3
2010-08-11,4
2010-08-11,3
2010-08-11,3
2010-08-11,1
2010-08-11,2
2010-08-11,3
2010-08-11,6
2010-08-11,4
2010-08-11,5
2010-08-11,12
2010-08-11,4
2010-08-11,1
2010-08-11,10
2010-08-11,5
2010-08-11,1
2010-08-11,1
2010-08-11,2
2010-08-11,12
2010-08-11,12
2010-08-11,1
2010-08-11,3
2010-08-11,1
2010-08-11,1
2010-08-11,10
2010-08-11,2
2010-08-11,12
2010-08-11,12
2010-09-23,2
2010-09-23,2
2010-09-23,2
2010-09-23,15
2010-09-23,6
2010-09-23,36
2010-09-23,36
2010-09-23,3
2010-09-23,2
2010-09-23,2
2010-09-23,6
2010-09-23,3
2010-09-23,4
2010-09-23,6
2010-09-23,4
2010-09-23,2
2010-09-23,6
2010-09-23,2
2010-09-23,8
2010-09-23,1
2010-09-23,1
2010-09-23,3
2010-09-23,1
2010-09-23,4
2010-09-23,3
2010-09-23,1
2010-09-23,1
2010-09-23,1
2010-09-23,1
2010-09-23,4
2010-09-23,1
2010-09-23,1
2010-09-23,3
2010-09-23,6
2010-09-23,1
2010-09-23,1
2010-09-23,3
2010-09-23,2
2010-09-23,2
2010-09-23,2
2010-09-23,2
2010-09-23,1
2010-09-23,2
2010-09-23,2
2010-09-23,4
2010-09-23,2
2010-09-23,2
2010-09-23,2
